Issue ID,Description,State,Severity,Story Points,Project Path,Location Kind,Path,Line,Column,Incident ID,Help Link,Assembly Name,Assembly Version,Assembly Public Key,Snippet
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,Src\Fido2.Models\Fido2.Models.csproj,File,Src\Fido2.Models\StringExtensions.cs,6,8,T:System.Uri,,,,,var uri = new Uri(origin);
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,Src\Fido2.Models\Fido2.Models.csproj,File,Src\Fido2.Models\StringExtensions.cs,6,8,M:System.Uri.#ctor(System.String),,,,,var uri = new Uri(origin);
NuGet.0005,NuGet package is deprecated,Active,Optional,1,Tests\Fido2.Tests\Fido2.Tests.csproj,File,Tests\Fido2.Tests\Fido2.Tests.csproj,,,xunit 2.9.2,,,,,"xunit, 2.9.2  Recommendation:  This package will only be updated for security issues. All future feature work has moved onto v3.  Guide for migrating from xUnit.net v2 to v3: https://xunit.net/docs/getting-started/v3/migration Remove xunit, and replace with new package xunit, 2.9.3"
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,Tests\Fido2.Tests\Fido2.Tests.csproj,File,Tests\Fido2.Tests\Fido2.Tests.csproj,,,,,,,,Current target framework: net8.0 Recommended target framework: net10.0
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,Tests\Fido2.Tests\Fido2.Tests.csproj,File,Tests\Fido2.Tests\Fido2Tests.cs,39,8,M:Microsoft.Extensions.DependencyInjection.HttpClientFactoryServiceCollectionExtensions.AddHttpClient(Microsoft.Extensions.DependencyInjection.IServiceCollection),,,,,services.AddHttpClient();
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,Tests\Fido2.Tests\Fido2.Tests.csproj,File,Tests\Fido2.Tests\Fido2Tests.cs,39,8,M:Microsoft.Extensions.DependencyInjection.HttpClientFactoryServiceCollectionExtensions.AddHttpClient(Microsoft.Extensions.DependencyInjection.IServiceCollection),,,,,services.AddHttpClient();
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,Tests\Fido2.Tests\Fido2.Tests.csproj,File,Tests\Fido2.Tests\Attestation\Tpm.cs,4103,8,M:System.Security.Cryptography.X509Certificates.X500DistinguishedName.#ctor(System.String),,,,,"var attDN = new X500DistinguishedName(""CN=Testing, OU=Not Authenticator Attestation, O=FIDO2-NET-LIB, C=US"");"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,Tests\Fido2.Tests\Fido2.Tests.csproj,File,Tests\Fido2.Tests\Attestation\AppleAppAttest.cs,37,8,M:System.Security.Cryptography.X509Certificates.X500DistinguishedName.#ctor(System.String),,,,,"var attDN = new X500DistinguishedName(""CN=attest.apple.com, OU=Apple Authenticator Attestation, O=FIDO2-NET-LIB, C=US"");"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,Tests\Fido2.Tests\Fido2.Tests.csproj,File,Tests\Fido2.Tests\Attestation\AppleAppAttest.cs,37,8,M:System.Security.Cryptography.X509Certificates.X500DistinguishedName.#ctor(System.String),,,,,"var attDN = new X500DistinguishedName(""CN=attest.apple.com, OU=Apple Authenticator Attestation, O=FIDO2-NET-LIB, C=US"");"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,Tests\Fido2.Tests\Fido2.Tests.csproj,File,Tests\Fido2.Tests\Attestation\Packed.cs,933,8,M:System.Security.Cryptography.X509Certificates.X500DistinguishedName.#ctor(System.String),,,,,"var attDN = new X500DistinguishedName(""CN=Testing, OU=Authenticator Attestation, O=FIDO2-NET-LIB, C=US"");"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,Tests\Fido2.Tests\Fido2.Tests.csproj,File,Tests\Fido2.Tests\Attestation\Packed.cs,882,8,M:System.Security.Cryptography.X509Certificates.X500DistinguishedName.#ctor(System.String),,,,,"var attDN = new X500DistinguishedName(""CN=Testing, OU=Authenticator Attestation, O=FIDO2-NET-LIB, C=US"");"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,Tests\Fido2.Tests\Fido2.Tests.csproj,File,Tests\Fido2.Tests\Attestation\Packed.cs,835,8,M:System.Security.Cryptography.X509Certificates.X500DistinguishedName.#ctor(System.String),,,,,"var attDN = new X500DistinguishedName(""""""CN=Testing, OU=Authenticator Attestation, O=""FIDO2-NET-LIB, Inc."", C=US"""""");"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,Tests\Fido2.Tests\Fido2.Tests.csproj,File,Tests\Fido2.Tests\Attestation\Packed.cs,784,8,M:System.Security.Cryptography.X509Certificates.X500DistinguishedName.#ctor(System.String),,,,,"var attDN = new X500DistinguishedName(""CN=Testing, OU=Not Authenticator Attestation, O=FIDO2-NET-LIB, C=US"");"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,Tests\Fido2.Tests\Fido2.Tests.csproj,File,Tests\Fido2.Tests\Attestation\Packed.cs,724,8,M:System.Security.Cryptography.X509Certificates.X500DistinguishedName.#ctor(System.String),,,,,"var attDN = new X500DistinguishedName(""CN=Testing, OU=Authenticator Attestation, O=FIDO2-NET-LIB, C=US"");"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,Tests\Fido2.Tests\Fido2.Tests.csproj,File,Tests\Fido2.Tests\Attestation\Packed.cs,678,8,M:System.Security.Cryptography.X509Certificates.X500DistinguishedName.#ctor(System.String),,,,,"var attDN = new X500DistinguishedName(""CN=Testing, OU=Authenticator Attestation, O=FIDO2-NET-LIB, C=US"");"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,Tests\Fido2.Tests\Fido2.Tests.csproj,File,Tests\Fido2.Tests\Attestation\Packed.cs,636,8,M:System.Security.Cryptography.X509Certificates.X500DistinguishedName.#ctor(System.String),,,,,"var attDN = new X500DistinguishedName(""CN=Testing, OU=Authenticator Attestation, O=FIDO2-NET-LIB, C=US"");"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,Tests\Fido2.Tests\Fido2.Tests.csproj,File,Tests\Fido2.Tests\Attestation\Packed.cs,591,8,M:System.Security.Cryptography.X509Certificates.X500DistinguishedName.#ctor(System.String),,,,,"var attDN = new X500DistinguishedName(""CN=Testing, OU=Authenticator Attestation, O=FIDO2-NET-LIB, C=US"");"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,Tests\Fido2.Tests\Fido2.Tests.csproj,File,Tests\Fido2.Tests\Attestation\Packed.cs,545,8,M:System.Security.Cryptography.X509Certificates.X500DistinguishedName.#ctor(System.String),,,,,"var attDN = new X500DistinguishedName(""CN=Testing, OU=Authenticator Attestation, O=FIDO2-NET-LIB, C=US"");"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,Tests\Fido2.Tests\Fido2.Tests.csproj,File,Tests\Fido2.Tests\Attestation\Packed.cs,504,8,M:System.Security.Cryptography.X509Certificates.X500DistinguishedName.#ctor(System.String),,,,,"var attDN = new X500DistinguishedName(""CN=Testing, OU=Authenticator Attestation, O=FIDO2-NET-LIB, C=US"");"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,Tests\Fido2.Tests\Fido2.Tests.csproj,File,Tests\Fido2.Tests\Attestation\Packed.cs,463,8,M:System.Security.Cryptography.X509Certificates.X500DistinguishedName.#ctor(System.String),,,,,"var attDN = new X500DistinguishedName(""CN=Testing, OU=Authenticator Attestation, O=FIDO2-NET-LIB, C=US"");"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,Tests\Fido2.Tests\Fido2.Tests.csproj,File,Tests\Fido2.Tests\Attestation\Packed.cs,420,8,M:System.Security.Cryptography.X509Certificates.X500DistinguishedName.#ctor(System.String),,,,,"var attDN = new X500DistinguishedName(""CN=Testing, OU=Authenticator Attestation, O=FIDO2-NET-LIB, C=US"");"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,Tests\Fido2.Tests\Fido2.Tests.csproj,File,Tests\Fido2.Tests\Attestation\Packed.cs,377,8,M:System.Security.Cryptography.X509Certificates.X500DistinguishedName.#ctor(System.String),,,,,"var attDN = new X500DistinguishedName(""CN=Testing, OU=Authenticator Attestation, O=FIDO2-NET-LIB, C=US"");"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,Tests\Fido2.Tests\Fido2.Tests.csproj,File,Tests\Fido2.Tests\Attestation\Packed.cs,335,8,M:System.Security.Cryptography.X509Certificates.X500DistinguishedName.#ctor(System.String),,,,,"var attDN = new X500DistinguishedName(""CN=Testing, OU=Authenticator Attestation, O=FIDO2-NET-LIB, C=US"");"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,Tests\Fido2.Tests\Fido2.Tests.csproj,File,Tests\Fido2.Tests\Attestation\Packed.cs,199,12,M:System.Security.Cryptography.X509Certificates.X500DistinguishedName.#ctor(System.String),,,,,"var attDN = new X500DistinguishedName(""CN=Testing, OU=Authenticator Attestation, O=FIDO2-NET-LIB, C=US"");"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Tests\Fido2.Tests\Fido2.Tests.csproj,File,Tests\Fido2.Tests\Attestation\Apple.cs,212,8,M:System.Security.Cryptography.X509Certificates.X509Certificate2.#ctor(System.Byte[]),,,,,var trustPath = invalidX5cStrings              .Select(x => new X509Certificate2(Convert.FromBase64String(x)))              .ToArray();
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Tests\Fido2.Tests\Fido2.Tests.csproj,File,Tests\Fido2.Tests\Attestation\Apple.cs,180,8,M:System.Security.Cryptography.X509Certificates.X509Certificate2.#ctor(System.Byte[]),,,,,var trustPath = validX5cStrings              .Select(x => new X509Certificate2(Convert.FromBase64String(x)))              .ToArray();
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Tests\Fido2.Tests\Fido2.Tests.csproj,File,Tests\Fido2.Tests\Attestation\Apple.cs,161,8,M:System.Security.Cryptography.X509Certificates.X509Certificate2.#ctor(System.Byte[]),,,,,var trustPath = invalidX5cStrings              .Select(x => new X509Certificate2(Convert.FromBase64String(x)))              .ToArray();
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Tests\Fido2.Tests\Fido2.Tests.csproj,File,Tests\Fido2.Tests\Attestation\Apple.cs,139,8,M:System.Security.Cryptography.X509Certificates.X509Certificate2.#ctor(System.Byte[]),,,,,var trustPath = invalidX5cStrings              .Select(x => new X509Certificate2(Convert.FromBase64String(x)))              .ToArray();
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,Tests\Fido2.Tests\Fido2.Tests.csproj,File,Tests\Fido2.Tests\Attestation\Apple.cs,27,8,M:System.Security.Cryptography.X509Certificates.X500DistinguishedName.#ctor(System.String),,,,,"var attDN = new X500DistinguishedName(""CN=attest.apple.com, OU=Apple Authenticator Attestation, O=FIDO2-NET-LIB, C=US"");"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,Tests\Fido2.Tests\Fido2.Tests.csproj,File,Tests\Fido2.Tests\Attestation\Apple.cs,27,8,M:System.Security.Cryptography.X509Certificates.X500DistinguishedName.#ctor(System.String),,,,,"var attDN = new X500DistinguishedName(""CN=attest.apple.com, OU=Apple Authenticator Attestation, O=FIDO2-NET-LIB, C=US"");"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,Tests\Fido2.Tests\Fido2.Tests.csproj,File,Tests\Fido2.Tests\Attestation\AndroidSafetyNet.cs,1021,8,M:System.Security.Cryptography.X509Certificates.X500DistinguishedName.#ctor(System.String),,,,,"var attDN = new X500DistinguishedName(""CN=attest.android.com, OU=SafetyNet Authenticator Attestation, O=FIDO2-NET-LIB, C=US"");"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,Tests\Fido2.Tests\Fido2.Tests.csproj,File,Tests\Fido2.Tests\Attestation\AndroidSafetyNet.cs,938,8,M:System.Security.Cryptography.X509Certificates.X500DistinguishedName.#ctor(System.String),,,,,"var attDN = new X500DistinguishedName(""CN=attest.android.com, OU=SafetyNet Authenticator Attestation, O=FIDO2-NET-LIB, C=US"");"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,Tests\Fido2.Tests\Fido2.Tests.csproj,File,Tests\Fido2.Tests\Attestation\AndroidSafetyNet.cs,852,8,M:System.Security.Cryptography.X509Certificates.X500DistinguishedName.#ctor(System.String),,,,,"var attDN = new X500DistinguishedName(""CN=sunshine.android.com, OU=SafetyNet Authenticator Attestation, O=FIDO2-NET-LIB, C=US"");"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,Tests\Fido2.Tests\Fido2.Tests.csproj,File,Tests\Fido2.Tests\Attestation\AndroidSafetyNet.cs,768,8,M:System.Security.Cryptography.X509Certificates.X500DistinguishedName.#ctor(System.String),,,,,"var attDN = new X500DistinguishedName(""CN=attest.android.com, OU=SafetyNet Authenticator Attestation, O=FIDO2-NET-LIB, C=US"");"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,Tests\Fido2.Tests\Fido2.Tests.csproj,File,Tests\Fido2.Tests\Attestation\AndroidSafetyNet.cs,683,8,M:System.Security.Cryptography.X509Certificates.X500DistinguishedName.#ctor(System.String),,,,,"var attDN = new X500DistinguishedName(""CN=attest.android.com, OU=SafetyNet Authenticator Attestation, O=FIDO2-NET-LIB, C=US"");"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,Tests\Fido2.Tests\Fido2.Tests.csproj,File,Tests\Fido2.Tests\Attestation\AndroidSafetyNet.cs,602,8,M:System.Security.Cryptography.X509Certificates.X500DistinguishedName.#ctor(System.String),,,,,"var attDN = new X500DistinguishedName(""CN=attest.android.com, OU=SafetyNet Authenticator Attestation, O=FIDO2-NET-LIB, C=US"");"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,Tests\Fido2.Tests\Fido2.Tests.csproj,File,Tests\Fido2.Tests\Attestation\AndroidSafetyNet.cs,521,8,M:System.Security.Cryptography.X509Certificates.X500DistinguishedName.#ctor(System.String),,,,,"var attDN = new X500DistinguishedName(""CN=attest.android.com, OU=SafetyNet Authenticator Attestation, O=FIDO2-NET-LIB, C=US"");"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,Tests\Fido2.Tests\Fido2.Tests.csproj,File,Tests\Fido2.Tests\Attestation\AndroidSafetyNet.cs,440,8,M:System.Security.Cryptography.X509Certificates.X500DistinguishedName.#ctor(System.String),,,,,"var attDN = new X500DistinguishedName(""CN=attest.android.com, OU=SafetyNet Authenticator Attestation, O=FIDO2-NET-LIB, C=US"");"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,Tests\Fido2.Tests\Fido2.Tests.csproj,File,Tests\Fido2.Tests\Attestation\AndroidSafetyNet.cs,359,8,M:System.Security.Cryptography.X509Certificates.X500DistinguishedName.#ctor(System.String),,,,,"var attDN = new X500DistinguishedName(""CN=attest.android.com, OU=SafetyNet Authenticator Attestation, O=FIDO2-NET-LIB, C=US"");"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,Tests\Fido2.Tests\Fido2.Tests.csproj,File,Tests\Fido2.Tests\Attestation\AndroidSafetyNet.cs,333,12,M:System.Security.Cryptography.X509Certificates.X500DistinguishedName.#ctor(System.String),,,,,"var attRequest = new CertificateRequest(new X500DistinguishedName(""CN=fakeattest.android.com""), ecdsaAtt, HashAlgorithmName.SHA256);"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,Tests\Fido2.Tests\Fido2.Tests.csproj,File,Tests\Fido2.Tests\Attestation\AndroidSafetyNet.cs,121,8,M:System.Security.Cryptography.X509Certificates.X500DistinguishedName.#ctor(System.String),,,,,"var attDN = new X500DistinguishedName(""CN=attest.android.com, OU=SafetyNet Authenticator Attestation, O=FIDO2-NET-LIB, C=US"");"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,Tests\Fido2.Tests\Fido2.Tests.csproj,File,Tests\Fido2.Tests\Attestation\AndroidSafetyNet.cs,30,8,M:System.Security.Cryptography.X509Certificates.X500DistinguishedName.#ctor(System.String),,,,,"var attDN = new X500DistinguishedName(""CN=attest.android.com, OU=SafetyNet Authenticator Attestation, O=FIDO2-NET-LIB, C=US"");"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,Tests\Fido2.Tests\Fido2.Tests.csproj,File,Tests\Fido2.Tests\Attestation\AndroidSafetyNet.cs,30,8,M:System.Security.Cryptography.X509Certificates.X500DistinguishedName.#ctor(System.String),,,,,"var attDN = new X500DistinguishedName(""CN=attest.android.com, OU=SafetyNet Authenticator Attestation, O=FIDO2-NET-LIB, C=US"");"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Tests\Fido2.Tests\Fido2.Tests.csproj,File,Tests\Fido2.Tests\CryptoUtilsTests.cs,80,8,M:System.Security.Cryptography.X509Certificates.X509Certificate2.#ctor(System.Byte[]),,,,,var otherCerts = new X509Certificate2[1] { new X509Certificate2(otherCertBytes) };
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Tests\Fido2.Tests\Fido2.Tests.csproj,File,Tests\Fido2.Tests\CryptoUtilsTests.cs,77,8,M:System.Security.Cryptography.X509Certificates.X509Certificate2.#ctor(System.Byte[]),,,,,var certs = new X509Certificate2[1] { new X509Certificate2(certBytes) };
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Tests\Fido2.Tests\Fido2.Tests.csproj,File,Tests\Fido2.Tests\CryptoUtilsTests.cs,64,8,M:System.Security.Cryptography.X509Certificates.X509Certificate2.#ctor(System.Byte[]),,,,,var trustPath = new X509Certificate2[1] { new X509Certificate2(attCert) };
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Tests\Fido2.Tests\Fido2.Tests.csproj,File,Tests\Fido2.Tests\CryptoUtilsTests.cs,61,8,M:System.Security.Cryptography.X509Certificates.X509Certificate2.#ctor(System.Byte[]),,,,,var attestationRootCertificates = new X509Certificate2[1] { new X509Certificate2(attRootCertBytes) };
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Tests\Fido2.Tests\Fido2.Tests.csproj,File,Tests\Fido2.Tests\CryptoUtilsTests.cs,42,8,M:System.Security.Cryptography.X509Certificates.X509Certificate2.#ctor(System.Byte[]),,,,,"var trustPath = new X509Certificate2[2]          {              new X509Certificate2(Convert.FromBase64String(""MIICQzCCAemgAwIBAgIQHfK1WlHcS2iFo9meaX/tFjAKBggqhkjOPQQDAjBJMQswCQYDVQQGEwJVUzEdMBsGA1UECgwURmVpdGlhbiBUZWNobm9sb2dpZXMxGzAZBgNVBAMMEkZlaXRpYW4gRklETyBDQSAwMzAgFw0xODEyMjUwMDAwMDBaGA8yMDMzMTIyNDIzNTk1OVowcDELMAkGA1UEBhMCVVMxHTAbBgNVBAoMFEZlaXRpYW4gVGVjaG5vbG9naWVzMSIwIAYDVQQLDBlBdXRoZW50aWNhdG9yIEF0dGVzdGF0aW9uMR4wHAYDVQQDDBVGVCBCaW9QYXNzIEZJRE8yIDA0NzAwWTATBgcqhkjOPQIBBggqhkjOPQMBBwNCAAS62hIbyenH9WPnzYHehaBR3C7qswomZkaPzGyUlFRiJIMo3uITeImFOFfNcDuOzoq1wcXXGTmEtEtxF2wo9noko4GJMIGGMB0GA1UdDgQWBBSBI1XoLDY1/HJaba+W32nxhxp3WjAfBgNVHSMEGDAWgBRBt/xNdcqO0p8s0xebzYNRinnYqTAMBgNVHRMBAf8EAjAAMBMGCysGAQQBguUcAgEBBAQDAgRwMCEGCysGAQQBguUcAQEEBBIEEBLe10VL7UfUq6rnE/UdY5MwCgYIKoZIzj0EAwIDSAAwRQIhAI6GSVi10r673uqtso+2oB6f5S5gE0ff44t3NcQ+TN9NAiAC/SCP+eKw1BnmcSgbxcQpYuWjBPMVDfqeg8pbmOdHKw=="")),              new X509Certificate2(Convert.FromBase64String(""MIIB+TCCAaCgAwIBAgIQGBUrQbdDrm20FZnDsX2CCDAKBggqhkjOPQQDAjBLMQswCQYDVQQGEwJVUzEdMBsGA1UECgwURmVpdGlhbiBUZWNobm9sb2dpZXMxHTAbBgNVBAMMFEZlaXRpYW4gRklETyBSb290IENBMCAXDTE4MDUyMDAwMDAwMFoYDzIwMzgwNTE5MjM1OTU5WjBJMQswCQYDVQQGEwJVUzEdMBsGA1UECgwURmVpdGlhbiBUZWNobm9sb2dpZXMxGzAZBgNVBAMMEkZlaXRpYW4gRklETyBDQSAwMzBZMBMGByqGSM49AgEGCCqGSM49AwEHA0IABJts1KYQuj66rAszKKLfsOay91gO11vSvfcYd/dQfeTjpSNb55ffoLijQbRXspqE5Uj2NVylED61pjo2tpytOfijZjBkMB0GA1UdDgQWBBRBt/xNdcqO0p8s0xebzYNRinnYqTAfBgNVHSMEGDAWgBRLvYcmEa0cic8EWL5w0giMaxYjtzASBgNVHRMBAf8ECDAGAQH/AgEAMA4GA1UdDwEB/wQEAwIBBjAKBggqhkjOPQQDAgNHADBEAiAnSuhaqHgV3Sds/OrwiqLNUWMmU8Lji9Vy7s5hSEg22AIgE1lIdBjq0N+QcZq995uOE4XWxBIrVUio3RAwgDn8KgI=""))          };"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Tests\Fido2.Tests\Fido2.Tests.csproj,File,Tests\Fido2.Tests\CryptoUtilsTests.cs,42,8,M:System.Security.Cryptography.X509Certificates.X509Certificate2.#ctor(System.Byte[]),,,,,"var trustPath = new X509Certificate2[2]          {              new X509Certificate2(Convert.FromBase64String(""MIICQzCCAemgAwIBAgIQHfK1WlHcS2iFo9meaX/tFjAKBggqhkjOPQQDAjBJMQswCQYDVQQGEwJVUzEdMBsGA1UECgwURmVpdGlhbiBUZWNobm9sb2dpZXMxGzAZBgNVBAMMEkZlaXRpYW4gRklETyBDQSAwMzAgFw0xODEyMjUwMDAwMDBaGA8yMDMzMTIyNDIzNTk1OVowcDELMAkGA1UEBhMCVVMxHTAbBgNVBAoMFEZlaXRpYW4gVGVjaG5vbG9naWVzMSIwIAYDVQQLDBlBdXRoZW50aWNhdG9yIEF0dGVzdGF0aW9uMR4wHAYDVQQDDBVGVCBCaW9QYXNzIEZJRE8yIDA0NzAwWTATBgcqhkjOPQIBBggqhkjOPQMBBwNCAAS62hIbyenH9WPnzYHehaBR3C7qswomZkaPzGyUlFRiJIMo3uITeImFOFfNcDuOzoq1wcXXGTmEtEtxF2wo9noko4GJMIGGMB0GA1UdDgQWBBSBI1XoLDY1/HJaba+W32nxhxp3WjAfBgNVHSMEGDAWgBRBt/xNdcqO0p8s0xebzYNRinnYqTAMBgNVHRMBAf8EAjAAMBMGCysGAQQBguUcAgEBBAQDAgRwMCEGCysGAQQBguUcAQEEBBIEEBLe10VL7UfUq6rnE/UdY5MwCgYIKoZIzj0EAwIDSAAwRQIhAI6GSVi10r673uqtso+2oB6f5S5gE0ff44t3NcQ+TN9NAiAC/SCP+eKw1BnmcSgbxcQpYuWjBPMVDfqeg8pbmOdHKw=="")),              new X509Certificate2(Convert.FromBase64String(""MIIB+TCCAaCgAwIBAgIQGBUrQbdDrm20FZnDsX2CCDAKBggqhkjOPQQDAjBLMQswCQYDVQQGEwJVUzEdMBsGA1UECgwURmVpdGlhbiBUZWNobm9sb2dpZXMxHTAbBgNVBAMMFEZlaXRpYW4gRklETyBSb290IENBMCAXDTE4MDUyMDAwMDAwMFoYDzIwMzgwNTE5MjM1OTU5WjBJMQswCQYDVQQGEwJVUzEdMBsGA1UECgwURmVpdGlhbiBUZWNobm9sb2dpZXMxGzAZBgNVBAMMEkZlaXRpYW4gRklETyBDQSAwMzBZMBMGByqGSM49AgEGCCqGSM49AwEHA0IABJts1KYQuj66rAszKKLfsOay91gO11vSvfcYd/dQfeTjpSNb55ffoLijQbRXspqE5Uj2NVylED61pjo2tpytOfijZjBkMB0GA1UdDgQWBBRBt/xNdcqO0p8s0xebzYNRinnYqTAfBgNVHSMEGDAWgBRLvYcmEa0cic8EWL5w0giMaxYjtzASBgNVHRMBAf8ECDAGAQH/AgEAMA4GA1UdDwEB/wQEAwIBBjAKBggqhkjOPQQDAgNHADBEAiAnSuhaqHgV3Sds/OrwiqLNUWMmU8Lji9Vy7s5hSEg22AIgE1lIdBjq0N+QcZq995uOE4XWxBIrVUio3RAwgDn8KgI=""))          };"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Tests\Fido2.Tests\Fido2.Tests.csproj,File,Tests\Fido2.Tests\CryptoUtilsTests.cs,35,8,M:System.Security.Cryptography.X509Certificates.X509Certificate2.#ctor(System.Byte[]),,,,,"var attestationRootCertificates = new X509Certificate2[3]          {              new X509Certificate2(Convert.FromBase64String(""MIIBfjCCASWgAwIBAgIBATAKBggqhkjOPQQDAjAXMRUwEwYDVQQDDAxGVCBGSURPIDAyMDAwIBcNMTYwNTAxMDAwMDAwWhgPMjA1MDA1MDEwMDAwMDBaMBcxFTATBgNVBAMMDEZUIEZJRE8gMDIwMDBZMBMGByqGSM49AgEGCCqGSM49AwEHA0IABNBmrRqVOxztTJVN19vtdqcL7tKQeol2nnM2/yYgvksZnr50SKbVgIEkzHQVOu80LVEE3lVheO1HjggxAlT6o4WjYDBeMB0GA1UdDgQWBBRJFWQt1bvG3jM6XgmV/IcjNtO/CzAfBgNVHSMEGDAWgBRJFWQt1bvG3jM6XgmV/IcjNtO/CzAMBgNVHRMEBTADAQH/MA4GA1UdDwEB/wQEAwIBBjAKBggqhkjOPQQDAgNHADBEAiAwfPqgIWIUB+QBBaVGsdHy0s5RMxlkzpSX/zSyTZmUpQIgB2wJ6nZRM8oX/nA43Rh6SJovM2XwCCH//+LirBAbB0M="")),              new X509Certificate2(Convert.FromBase64String(""MIIB2DCCAX6gAwIBAgIQFZ97ws2JGPEoa5NI+p8z1jAKBggqhkjOPQQDAjBLMQswCQYDVQQGEwJDTjEdMBsGA1UECgwURmVpdGlhbiBUZWNobm9sb2dpZXMxHTAbBgNVBAMMFEZlaXRpYW4gRklETyBSb290IENBMCAXDTE4MDQwMTAwMDAwMFoYDzIwNDgwMzMxMjM1OTU5WjBLMQswCQYDVQQGEwJDTjEdMBsGA1UECgwURmVpdGlhbiBUZWNobm9sb2dpZXMxHTAbBgNVBAMMFEZlaXRpYW4gRklETyBSb290IENBMFkwEwYHKoZIzj0CAQYIKoZIzj0DAQcDQgAEnfAKbjvMX1Ey1b6k+WQQdNVMt9JgGWyJ3PvM4BSK5XqTfo++0oAj/4tnwyIL0HFBR9St+ktjqSXDfjiXAurs86NCMEAwHQYDVR0OBBYEFNGhmE2Bf8O5a/YHZ71QEv6QRfFUMA8GA1UdEwEB/wQFMAMBAf8wDgYDVR0PAQH/BAQDAgEGMAoGCCqGSM49BAMCA0gAMEUCIQC3sT1lBjGeF+xKTpzV1KYU2ckahTd4mLJyzYOhaHv4igIgD2JYkfyH5Q4Bpo8rroO0It7oYjF2kgy/eSZ3U9Glaqw="")),              new X509Certificate2(Convert.FromBase64String(""MIIB2DCCAX6gAwIBAgIQGBUrQbdDrm20FZnDsX2CBTAKBggqhkjOPQQDAjBLMQswCQYDVQQGEwJVUzEdMBsGA1UECgwURmVpdGlhbiBUZWNobm9sb2dpZXMxHTAbBgNVBAMMFEZlaXRpYW4gRklETyBSb290IENBMCAXDTE4MDQwMTAwMDAwMFoYDzIwNDgwMzMxMjM1OTU5WjBLMQswCQYDVQQGEwJVUzEdMBsGA1UECgwURmVpdGlhbiBUZWNobm9sb2dpZXMxHTAbBgNVBAMMFEZlaXRpYW4gRklETyBSb290IENBMFkwEwYHKoZIzj0CAQYIKoZIzj0DAQcDQgAEsFYEEhiJuqqnMgQjSiivBjV7DGCTf4XBBH/B7uvZsKxXShF0L8uDISWUvcExixRs6gB3oldSrjox6L8T94NOzqNCMEAwHQYDVR0OBBYEFEu9hyYRrRyJzwRYvnDSCIxrFiO3MA8GA1UdEwEB/wQFMAMBAf8wDgYDVR0PAQH/BAQDAgEGMAoGCCqGSM49BAMCA0gAMEUCIDHSb2mbNDAUNXvpPU0oWKeNye0fQ2l9D01AR2+sLZdhAiEAo3wz684IFMVsCCRmuJqxH6FQRESNqezuo1E+KkGxWuM=""))          };"
