Issue ID,Description,State,Severity,Story Points,Project Path,Location Kind,Path,Line,Column,Incident ID,Help Link,Assembly Name,Assembly Version,Assembly Public Key,Snippet
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Src\Fido2\Fido2.csproj,File,Src\Fido2\Cbor\CborObject.cs,61,8,M:System.Formats.Cbor.CborReader.ReadInt64,,,,,"return s switch          {              CborReaderState.StartMap => ReadMap(reader),              CborReaderState.StartArray => ReadArray(reader),              CborReaderState.TextString => new CborTextString(reader.ReadTextString()),              CborReaderState.Boolean => (CborBoolean)reader.ReadBoolean(),              CborReaderState.ByteString => new CborByteString(reader.ReadByteString()),              CborReaderState.UnsignedInteger => new CborInteger(reader.ReadInt64()),              CborReaderState.NegativeInteger => new CborInteger(reader.ReadInt64()),              CborReaderState.Null => ReadNull(reader),              _ => throw new Exception($""Unhandled state. Was {s}"")          };"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Src\Fido2\Fido2.csproj,File,Src\Fido2\Cbor\CborObject.cs,61,8,T:System.Formats.Cbor.CborReaderState,,,,,"return s switch          {              CborReaderState.StartMap => ReadMap(reader),              CborReaderState.StartArray => ReadArray(reader),              CborReaderState.TextString => new CborTextString(reader.ReadTextString()),              CborReaderState.Boolean => (CborBoolean)reader.ReadBoolean(),              CborReaderState.ByteString => new CborByteString(reader.ReadByteString()),              CborReaderState.UnsignedInteger => new CborInteger(reader.ReadInt64()),              CborReaderState.NegativeInteger => new CborInteger(reader.ReadInt64()),              CborReaderState.Null => ReadNull(reader),              _ => throw new Exception($""Unhandled state. Was {s}"")          };"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Src\Fido2\Fido2.csproj,File,Src\Fido2\Cbor\CborObject.cs,61,8,T:System.Formats.Cbor.CborReaderState,,,,,"return s switch          {              CborReaderState.StartMap => ReadMap(reader),              CborReaderState.StartArray => ReadArray(reader),              CborReaderState.TextString => new CborTextString(reader.ReadTextString()),              CborReaderState.Boolean => (CborBoolean)reader.ReadBoolean(),              CborReaderState.ByteString => new CborByteString(reader.ReadByteString()),              CborReaderState.UnsignedInteger => new CborInteger(reader.ReadInt64()),              CborReaderState.NegativeInteger => new CborInteger(reader.ReadInt64()),              CborReaderState.Null => ReadNull(reader),              _ => throw new Exception($""Unhandled state. Was {s}"")          };"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Src\Fido2\Fido2.csproj,File,Src\Fido2\Cbor\CborObject.cs,61,8,F:System.Formats.Cbor.CborReaderState.NegativeInteger,,,,,"return s switch          {              CborReaderState.StartMap => ReadMap(reader),              CborReaderState.StartArray => ReadArray(reader),              CborReaderState.TextString => new CborTextString(reader.ReadTextString()),              CborReaderState.Boolean => (CborBoolean)reader.ReadBoolean(),              CborReaderState.ByteString => new CborByteString(reader.ReadByteString()),              CborReaderState.UnsignedInteger => new CborInteger(reader.ReadInt64()),              CborReaderState.NegativeInteger => new CborInteger(reader.ReadInt64()),              CborReaderState.Null => ReadNull(reader),              _ => throw new Exception($""Unhandled state. Was {s}"")          };"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Src\Fido2\Fido2.csproj,File,Src\Fido2\Cbor\CborObject.cs,61,8,M:System.Formats.Cbor.CborReader.ReadInt64,,,,,"return s switch          {              CborReaderState.StartMap => ReadMap(reader),              CborReaderState.StartArray => ReadArray(reader),              CborReaderState.TextString => new CborTextString(reader.ReadTextString()),              CborReaderState.Boolean => (CborBoolean)reader.ReadBoolean(),              CborReaderState.ByteString => new CborByteString(reader.ReadByteString()),              CborReaderState.UnsignedInteger => new CborInteger(reader.ReadInt64()),              CborReaderState.NegativeInteger => new CborInteger(reader.ReadInt64()),              CborReaderState.Null => ReadNull(reader),              _ => throw new Exception($""Unhandled state. Was {s}"")          };"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Src\Fido2\Fido2.csproj,File,Src\Fido2\Cbor\CborObject.cs,61,8,T:System.Formats.Cbor.CborReaderState,,,,,"return s switch          {              CborReaderState.StartMap => ReadMap(reader),              CborReaderState.StartArray => ReadArray(reader),              CborReaderState.TextString => new CborTextString(reader.ReadTextString()),              CborReaderState.Boolean => (CborBoolean)reader.ReadBoolean(),              CborReaderState.ByteString => new CborByteString(reader.ReadByteString()),              CborReaderState.UnsignedInteger => new CborInteger(reader.ReadInt64()),              CborReaderState.NegativeInteger => new CborInteger(reader.ReadInt64()),              CborReaderState.Null => ReadNull(reader),              _ => throw new Exception($""Unhandled state. Was {s}"")          };"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Src\Fido2\Fido2.csproj,File,Src\Fido2\Cbor\CborObject.cs,61,8,T:System.Formats.Cbor.CborReaderState,,,,,"return s switch          {              CborReaderState.StartMap => ReadMap(reader),              CborReaderState.StartArray => ReadArray(reader),              CborReaderState.TextString => new CborTextString(reader.ReadTextString()),              CborReaderState.Boolean => (CborBoolean)reader.ReadBoolean(),              CborReaderState.ByteString => new CborByteString(reader.ReadByteString()),              CborReaderState.UnsignedInteger => new CborInteger(reader.ReadInt64()),              CborReaderState.NegativeInteger => new CborInteger(reader.ReadInt64()),              CborReaderState.Null => ReadNull(reader),              _ => throw new Exception($""Unhandled state. Was {s}"")          };"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Src\Fido2\Fido2.csproj,File,Src\Fido2\Cbor\CborObject.cs,61,8,F:System.Formats.Cbor.CborReaderState.UnsignedInteger,,,,,"return s switch          {              CborReaderState.StartMap => ReadMap(reader),              CborReaderState.StartArray => ReadArray(reader),              CborReaderState.TextString => new CborTextString(reader.ReadTextString()),              CborReaderState.Boolean => (CborBoolean)reader.ReadBoolean(),              CborReaderState.ByteString => new CborByteString(reader.ReadByteString()),              CborReaderState.UnsignedInteger => new CborInteger(reader.ReadInt64()),              CborReaderState.NegativeInteger => new CborInteger(reader.ReadInt64()),              CborReaderState.Null => ReadNull(reader),              _ => throw new Exception($""Unhandled state. Was {s}"")          };"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Src\Fido2\Fido2.csproj,File,Src\Fido2\Cbor\CborObject.cs,61,8,M:System.Formats.Cbor.CborReader.ReadByteString,,,,,"return s switch          {              CborReaderState.StartMap => ReadMap(reader),              CborReaderState.StartArray => ReadArray(reader),              CborReaderState.TextString => new CborTextString(reader.ReadTextString()),              CborReaderState.Boolean => (CborBoolean)reader.ReadBoolean(),              CborReaderState.ByteString => new CborByteString(reader.ReadByteString()),              CborReaderState.UnsignedInteger => new CborInteger(reader.ReadInt64()),              CborReaderState.NegativeInteger => new CborInteger(reader.ReadInt64()),              CborReaderState.Null => ReadNull(reader),              _ => throw new Exception($""Unhandled state. Was {s}"")          };"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Src\Fido2\Fido2.csproj,File,Src\Fido2\Cbor\CborObject.cs,61,8,T:System.Formats.Cbor.CborReaderState,,,,,"return s switch          {              CborReaderState.StartMap => ReadMap(reader),              CborReaderState.StartArray => ReadArray(reader),              CborReaderState.TextString => new CborTextString(reader.ReadTextString()),              CborReaderState.Boolean => (CborBoolean)reader.ReadBoolean(),              CborReaderState.ByteString => new CborByteString(reader.ReadByteString()),              CborReaderState.UnsignedInteger => new CborInteger(reader.ReadInt64()),              CborReaderState.NegativeInteger => new CborInteger(reader.ReadInt64()),              CborReaderState.Null => ReadNull(reader),              _ => throw new Exception($""Unhandled state. Was {s}"")          };"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Src\Fido2\Fido2.csproj,File,Src\Fido2\Cbor\CborObject.cs,61,8,T:System.Formats.Cbor.CborReaderState,,,,,"return s switch          {              CborReaderState.StartMap => ReadMap(reader),              CborReaderState.StartArray => ReadArray(reader),              CborReaderState.TextString => new CborTextString(reader.ReadTextString()),              CborReaderState.Boolean => (CborBoolean)reader.ReadBoolean(),              CborReaderState.ByteString => new CborByteString(reader.ReadByteString()),              CborReaderState.UnsignedInteger => new CborInteger(reader.ReadInt64()),              CborReaderState.NegativeInteger => new CborInteger(reader.ReadInt64()),              CborReaderState.Null => ReadNull(reader),              _ => throw new Exception($""Unhandled state. Was {s}"")          };"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Src\Fido2\Fido2.csproj,File,Src\Fido2\Cbor\CborObject.cs,61,8,F:System.Formats.Cbor.CborReaderState.ByteString,,,,,"return s switch          {              CborReaderState.StartMap => ReadMap(reader),              CborReaderState.StartArray => ReadArray(reader),              CborReaderState.TextString => new CborTextString(reader.ReadTextString()),              CborReaderState.Boolean => (CborBoolean)reader.ReadBoolean(),              CborReaderState.ByteString => new CborByteString(reader.ReadByteString()),              CborReaderState.UnsignedInteger => new CborInteger(reader.ReadInt64()),              CborReaderState.NegativeInteger => new CborInteger(reader.ReadInt64()),              CborReaderState.Null => ReadNull(reader),              _ => throw new Exception($""Unhandled state. Was {s}"")          };"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Src\Fido2\Fido2.csproj,File,Src\Fido2\Cbor\CborObject.cs,61,8,M:System.Formats.Cbor.CborReader.ReadBoolean,,,,,"return s switch          {              CborReaderState.StartMap => ReadMap(reader),              CborReaderState.StartArray => ReadArray(reader),              CborReaderState.TextString => new CborTextString(reader.ReadTextString()),              CborReaderState.Boolean => (CborBoolean)reader.ReadBoolean(),              CborReaderState.ByteString => new CborByteString(reader.ReadByteString()),              CborReaderState.UnsignedInteger => new CborInteger(reader.ReadInt64()),              CborReaderState.NegativeInteger => new CborInteger(reader.ReadInt64()),              CborReaderState.Null => ReadNull(reader),              _ => throw new Exception($""Unhandled state. Was {s}"")          };"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Src\Fido2\Fido2.csproj,File,Src\Fido2\Cbor\CborObject.cs,61,8,T:System.Formats.Cbor.CborReaderState,,,,,"return s switch          {              CborReaderState.StartMap => ReadMap(reader),              CborReaderState.StartArray => ReadArray(reader),              CborReaderState.TextString => new CborTextString(reader.ReadTextString()),              CborReaderState.Boolean => (CborBoolean)reader.ReadBoolean(),              CborReaderState.ByteString => new CborByteString(reader.ReadByteString()),              CborReaderState.UnsignedInteger => new CborInteger(reader.ReadInt64()),              CborReaderState.NegativeInteger => new CborInteger(reader.ReadInt64()),              CborReaderState.Null => ReadNull(reader),              _ => throw new Exception($""Unhandled state. Was {s}"")          };"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Src\Fido2\Fido2.csproj,File,Src\Fido2\Cbor\CborObject.cs,61,8,T:System.Formats.Cbor.CborReaderState,,,,,"return s switch          {              CborReaderState.StartMap => ReadMap(reader),              CborReaderState.StartArray => ReadArray(reader),              CborReaderState.TextString => new CborTextString(reader.ReadTextString()),              CborReaderState.Boolean => (CborBoolean)reader.ReadBoolean(),              CborReaderState.ByteString => new CborByteString(reader.ReadByteString()),              CborReaderState.UnsignedInteger => new CborInteger(reader.ReadInt64()),              CborReaderState.NegativeInteger => new CborInteger(reader.ReadInt64()),              CborReaderState.Null => ReadNull(reader),              _ => throw new Exception($""Unhandled state. Was {s}"")          };"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Src\Fido2\Fido2.csproj,File,Src\Fido2\Cbor\CborObject.cs,61,8,F:System.Formats.Cbor.CborReaderState.Boolean,,,,,"return s switch          {              CborReaderState.StartMap => ReadMap(reader),              CborReaderState.StartArray => ReadArray(reader),              CborReaderState.TextString => new CborTextString(reader.ReadTextString()),              CborReaderState.Boolean => (CborBoolean)reader.ReadBoolean(),              CborReaderState.ByteString => new CborByteString(reader.ReadByteString()),              CborReaderState.UnsignedInteger => new CborInteger(reader.ReadInt64()),              CborReaderState.NegativeInteger => new CborInteger(reader.ReadInt64()),              CborReaderState.Null => ReadNull(reader),              _ => throw new Exception($""Unhandled state. Was {s}"")          };"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Src\Fido2\Fido2.csproj,File,Src\Fido2\Cbor\CborObject.cs,61,8,M:System.Formats.Cbor.CborReader.ReadTextString,,,,,"return s switch          {              CborReaderState.StartMap => ReadMap(reader),              CborReaderState.StartArray => ReadArray(reader),              CborReaderState.TextString => new CborTextString(reader.ReadTextString()),              CborReaderState.Boolean => (CborBoolean)reader.ReadBoolean(),              CborReaderState.ByteString => new CborByteString(reader.ReadByteString()),              CborReaderState.UnsignedInteger => new CborInteger(reader.ReadInt64()),              CborReaderState.NegativeInteger => new CborInteger(reader.ReadInt64()),              CborReaderState.Null => ReadNull(reader),              _ => throw new Exception($""Unhandled state. Was {s}"")          };"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Src\Fido2\Fido2.csproj,File,Src\Fido2\Cbor\CborObject.cs,61,8,T:System.Formats.Cbor.CborReaderState,,,,,"return s switch          {              CborReaderState.StartMap => ReadMap(reader),              CborReaderState.StartArray => ReadArray(reader),              CborReaderState.TextString => new CborTextString(reader.ReadTextString()),              CborReaderState.Boolean => (CborBoolean)reader.ReadBoolean(),              CborReaderState.ByteString => new CborByteString(reader.ReadByteString()),              CborReaderState.UnsignedInteger => new CborInteger(reader.ReadInt64()),              CborReaderState.NegativeInteger => new CborInteger(reader.ReadInt64()),              CborReaderState.Null => ReadNull(reader),              _ => throw new Exception($""Unhandled state. Was {s}"")          };"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Src\Fido2\Fido2.csproj,File,Src\Fido2\Cbor\CborObject.cs,61,8,T:System.Formats.Cbor.CborReaderState,,,,,"return s switch          {              CborReaderState.StartMap => ReadMap(reader),              CborReaderState.StartArray => ReadArray(reader),              CborReaderState.TextString => new CborTextString(reader.ReadTextString()),              CborReaderState.Boolean => (CborBoolean)reader.ReadBoolean(),              CborReaderState.ByteString => new CborByteString(reader.ReadByteString()),              CborReaderState.UnsignedInteger => new CborInteger(reader.ReadInt64()),              CborReaderState.NegativeInteger => new CborInteger(reader.ReadInt64()),              CborReaderState.Null => ReadNull(reader),              _ => throw new Exception($""Unhandled state. Was {s}"")          };"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Src\Fido2\Fido2.csproj,File,Src\Fido2\Cbor\CborObject.cs,61,8,F:System.Formats.Cbor.CborReaderState.TextString,,,,,"return s switch          {              CborReaderState.StartMap => ReadMap(reader),              CborReaderState.StartArray => ReadArray(reader),              CborReaderState.TextString => new CborTextString(reader.ReadTextString()),              CborReaderState.Boolean => (CborBoolean)reader.ReadBoolean(),              CborReaderState.ByteString => new CborByteString(reader.ReadByteString()),              CborReaderState.UnsignedInteger => new CborInteger(reader.ReadInt64()),              CborReaderState.NegativeInteger => new CborInteger(reader.ReadInt64()),              CborReaderState.Null => ReadNull(reader),              _ => throw new Exception($""Unhandled state. Was {s}"")          };"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Src\Fido2\Fido2.csproj,File,Src\Fido2\Cbor\CborObject.cs,61,8,T:System.Formats.Cbor.CborReaderState,,,,,"return s switch          {              CborReaderState.StartMap => ReadMap(reader),              CborReaderState.StartArray => ReadArray(reader),              CborReaderState.TextString => new CborTextString(reader.ReadTextString()),              CborReaderState.Boolean => (CborBoolean)reader.ReadBoolean(),              CborReaderState.ByteString => new CborByteString(reader.ReadByteString()),              CborReaderState.UnsignedInteger => new CborInteger(reader.ReadInt64()),              CborReaderState.NegativeInteger => new CborInteger(reader.ReadInt64()),              CborReaderState.Null => ReadNull(reader),              _ => throw new Exception($""Unhandled state. Was {s}"")          };"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Src\Fido2\Fido2.csproj,File,Src\Fido2\Cbor\CborObject.cs,61,8,T:System.Formats.Cbor.CborReaderState,,,,,"return s switch          {              CborReaderState.StartMap => ReadMap(reader),              CborReaderState.StartArray => ReadArray(reader),              CborReaderState.TextString => new CborTextString(reader.ReadTextString()),              CborReaderState.Boolean => (CborBoolean)reader.ReadBoolean(),              CborReaderState.ByteString => new CborByteString(reader.ReadByteString()),              CborReaderState.UnsignedInteger => new CborInteger(reader.ReadInt64()),              CborReaderState.NegativeInteger => new CborInteger(reader.ReadInt64()),              CborReaderState.Null => ReadNull(reader),              _ => throw new Exception($""Unhandled state. Was {s}"")          };"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Src\Fido2\Fido2.csproj,File,Src\Fido2\Cbor\CborObject.cs,61,8,F:System.Formats.Cbor.CborReaderState.StartArray,,,,,"return s switch          {              CborReaderState.StartMap => ReadMap(reader),              CborReaderState.StartArray => ReadArray(reader),              CborReaderState.TextString => new CborTextString(reader.ReadTextString()),              CborReaderState.Boolean => (CborBoolean)reader.ReadBoolean(),              CborReaderState.ByteString => new CborByteString(reader.ReadByteString()),              CborReaderState.UnsignedInteger => new CborInteger(reader.ReadInt64()),              CborReaderState.NegativeInteger => new CborInteger(reader.ReadInt64()),              CborReaderState.Null => ReadNull(reader),              _ => throw new Exception($""Unhandled state. Was {s}"")          };"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Src\Fido2\Fido2.csproj,File,Src\Fido2\Cbor\CborObject.cs,61,8,T:System.Formats.Cbor.CborReaderState,,,,,"return s switch          {              CborReaderState.StartMap => ReadMap(reader),              CborReaderState.StartArray => ReadArray(reader),              CborReaderState.TextString => new CborTextString(reader.ReadTextString()),              CborReaderState.Boolean => (CborBoolean)reader.ReadBoolean(),              CborReaderState.ByteString => new CborByteString(reader.ReadByteString()),              CborReaderState.UnsignedInteger => new CborInteger(reader.ReadInt64()),              CborReaderState.NegativeInteger => new CborInteger(reader.ReadInt64()),              CborReaderState.Null => ReadNull(reader),              _ => throw new Exception($""Unhandled state. Was {s}"")          };"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Src\Fido2\Fido2.csproj,File,Src\Fido2\Cbor\CborObject.cs,61,8,T:System.Formats.Cbor.CborReaderState,,,,,"return s switch          {              CborReaderState.StartMap => ReadMap(reader),              CborReaderState.StartArray => ReadArray(reader),              CborReaderState.TextString => new CborTextString(reader.ReadTextString()),              CborReaderState.Boolean => (CborBoolean)reader.ReadBoolean(),              CborReaderState.ByteString => new CborByteString(reader.ReadByteString()),              CborReaderState.UnsignedInteger => new CborInteger(reader.ReadInt64()),              CborReaderState.NegativeInteger => new CborInteger(reader.ReadInt64()),              CborReaderState.Null => ReadNull(reader),              _ => throw new Exception($""Unhandled state. Was {s}"")          };"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Src\Fido2\Fido2.csproj,File,Src\Fido2\Cbor\CborObject.cs,61,8,F:System.Formats.Cbor.CborReaderState.StartMap,,,,,"return s switch          {              CborReaderState.StartMap => ReadMap(reader),              CborReaderState.StartArray => ReadArray(reader),              CborReaderState.TextString => new CborTextString(reader.ReadTextString()),              CborReaderState.Boolean => (CborBoolean)reader.ReadBoolean(),              CborReaderState.ByteString => new CborByteString(reader.ReadByteString()),              CborReaderState.UnsignedInteger => new CborInteger(reader.ReadInt64()),              CborReaderState.NegativeInteger => new CborInteger(reader.ReadInt64()),              CborReaderState.Null => ReadNull(reader),              _ => throw new Exception($""Unhandled state. Was {s}"")          };"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Src\Fido2\Fido2.csproj,File,Src\Fido2\Cbor\CborObject.cs,59,8,T:System.Formats.Cbor.CborReaderState,,,,,CborReaderState s = reader.PeekState();
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Src\Fido2\Fido2.csproj,File,Src\Fido2\Cbor\CborObject.cs,59,8,M:System.Formats.Cbor.CborReader.PeekState,,,,,CborReaderState s = reader.PeekState();
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Src\Fido2\Fido2.csproj,File,Src\Fido2\Cbor\CborObject.cs,23,8,P:System.Formats.Cbor.CborReader.BytesRemaining,,,,,bytesRead = data.Length - reader.BytesRemaining;
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Src\Fido2\Fido2.csproj,File,Src\Fido2\Cbor\CborObject.cs,19,8,T:System.Formats.Cbor.CborReader,,,,,var reader = new CborReader(data);
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Src\Fido2\Fido2.csproj,File,Src\Fido2\Cbor\CborObject.cs,19,8,"M:System.Formats.Cbor.CborReader.#ctor(System.ReadOnlyMemory{System.Byte},System.Formats.Cbor.CborConformanceMode,System.Boolean)",,,,,var reader = new CborReader(data);
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Src\Fido2\Fido2.csproj,File,Src\Fido2\Cbor\CborObject.cs,12,8,T:System.Formats.Cbor.CborReader,,,,,var reader = new CborReader(data);
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Src\Fido2\Fido2.csproj,File,Src\Fido2\Cbor\CborObject.cs,12,8,"M:System.Formats.Cbor.CborReader.#ctor(System.ReadOnlyMemory{System.Byte},System.Formats.Cbor.CborConformanceMode,System.Boolean)",,,,,var reader = new CborReader(data);
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Src\Fido2\Fido2.csproj,File,Src\Fido2\AttestationFormat\Packed.cs,64,20,M:System.Security.Cryptography.X509Certificates.X509Certificate2.#ctor(System.Byte[]),,,,,var x5cCert = new X509Certificate2(x5cObject.Value);
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,Src\Fido2\Fido2.csproj,File,Src\Fido2\AttestationFormat\Packed.cs,16,8,M:System.Security.Cryptography.X509Certificates.X500DistinguishedName.#ctor(System.String),,,,,var subjectObj = new X500DistinguishedName(attnCertSubj);
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,Src\Fido2\Fido2.csproj,File,Src\Fido2\Metadata\ConformanceMetadataRepository.cs,136,8,T:System.Text.Json.JsonDocument,,,,,using var jsonDoc = JsonDocument.Parse(Base64Url.DecodeFromChars(blobHeader));
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,Src\Fido2\Fido2.csproj,File,Src\Fido2\Metadata\ConformanceMetadataRepository.cs,136,8,T:System.Text.Json.JsonDocument,,,,,using var jsonDoc = JsonDocument.Parse(Base64Url.DecodeFromChars(blobHeader));
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,Src\Fido2\Fido2.csproj,File,Src\Fido2\Metadata\ConformanceMetadataRepository.cs,74,8,T:System.Net.Http.HttpContent,,,,,"MDSGetEndpointResponse? result = await response.Content.ReadFromJsonAsync(FidoSerializerContext.Default.MDSGetEndpointResponse, cancellationToken);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Src\Fido2\Fido2.csproj,File,Src\Fido2\AttestationFormat\AndroidKey.cs,160,20,M:System.Security.Cryptography.X509Certificates.X509Certificate2.#ctor(System.Byte[]),,,,,trustPath[i] = new X509Certificate2(x5cObject.Value);
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Src\Fido2\Fido2.csproj,File,Src\Fido2\AttestationFormat\Tpm.cs,137,20,M:System.Security.Cryptography.X509Certificates.X509Certificate2.#ctor(System.Byte[]),,,,,trustPath[i] = new X509Certificate2(x5cObject.Value);
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Src\Fido2\Fido2.csproj,File,Src\Fido2\AttestationFormat\Apple.cs,58,12,M:System.Security.Cryptography.X509Certificates.X509Certificate2.#ctor(System.Byte[]),,,,,trustPath[i] = new X509Certificate2((byte[])x5cArray[i]);
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Src\Fido2\Fido2.csproj,File,Src\Fido2\AttestationFormat\AppleAppAttest.cs,64,8,M:System.Security.Cryptography.X509Certificates.X509Certificate2.#ctor(System.Byte[]),,,,,X509Certificate2 credCert = new((byte[])x5cArray[0]);
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Src\Fido2\Fido2.csproj,File,Src\Fido2\AttestationFormat\AppleAppAttest.cs,61,8,M:System.Security.Cryptography.X509Certificates.X509Certificate2.#ctor(System.Byte[]),,,,,X509Certificate2 intermediateCert = new((byte[])x5cArray[1]);
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,Src\Fido2\Fido2.csproj,File,Src\Fido2\AttestationFormat\AndroidSafetyNet.cs,56,8,T:System.Text.Json.JsonDocument,,,,,using var jwtHeaderJsonDoc = JsonDocument.Parse(jwtHeaderBytes);
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,Src\Fido2\Fido2.csproj,File,Src\Fido2\AttestationFormat\AndroidSafetyNet.cs,56,8,T:System.Text.Json.JsonDocument,,,,,using var jwtHeaderJsonDoc = JsonDocument.Parse(jwtHeaderBytes);
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Src\Fido2\Fido2.csproj,File,Src\Fido2\AttestationFormat\FidoU2f.cs,29,8,M:System.Security.Cryptography.X509Certificates.X509Certificate2.#ctor(System.Byte[]),,,,,var attCert = new X509Certificate2((byte[])x5cArray[0]);
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Src\Fido2\Fido2.csproj,File,Src\Fido2\Extensions\X509CertificateHelper.cs,34,12,M:System.Security.Cryptography.X509Certificates.X509Certificate2.#ctor(System.ReadOnlySpan{System.Byte}),,,,,return new X509Certificate2(rawData);
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,Src\Fido2\Fido2.csproj,File,Src\Fido2\Metadata\Fido2MetadataServiceRepository.cs,70,8,T:System.Text.Json.JsonDocument,,,,,using var blobHeaderDoc = JsonDocument.Parse(Base64Url.DecodeFromChars(blobHeaderString));
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,Src\Fido2\Fido2.csproj,File,Src\Fido2\Metadata\Fido2MetadataServiceRepository.cs,70,8,T:System.Text.Json.JsonDocument,,,,,using var blobHeaderDoc = JsonDocument.Parse(Base64Url.DecodeFromChars(blobHeaderString));
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Src\Fido2\Fido2.csproj,File,Src\Fido2\TrustAnchor.cs,57,20,M:System.Security.Cryptography.X509Certificates.X509Certificate2.#ctor(System.Byte[]),,,,,attestationRootCertificates[i] = new X509Certificate2(Convert.FromBase64String(certStrings[i]));
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Src\Fido2\Fido2.csproj,File,Src\Fido2\Asn1Element.cs,108,4,T:System.Numerics.BigInteger,,,,,public BigInteger GetBigInteger()
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Src\Fido2\Fido2.csproj,File,Src\Fido2\Asn1Element.cs,110,8,T:System.Numerics.BigInteger,,,,,"return AsnDecoder.ReadInteger(_encodedValue.Span, AsnEncodingRules.DER, out _);"
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,Src\Fido2.Ctap2\Fido2.Ctap2.csproj,File,Src\Fido2.Ctap2\Fido2.Ctap2.csproj,,,,,,,,Current target framework: net8.0 Recommended target framework: net10.0
NuGet.0005,NuGet package is deprecated,Active,Optional,1,Tests\Fido2.Ctap2.Tests\Fido2.Ctap2.Tests.csproj,File,Tests\Fido2.Ctap2.Tests\Fido2.Ctap2.Tests.csproj,,,xunit 2.9.2,,,,,"xunit, 2.9.2  Recommendation:  This package will only be updated for security issues. All future feature work has moved onto v3.  Guide for migrating from xUnit.net v2 to v3: https://xunit.net/docs/getting-started/v3/migration Remove xunit, and replace with new package xunit, 2.9.3"
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,Tests\Fido2.Ctap2.Tests\Fido2.Ctap2.Tests.csproj,File,Tests\Fido2.Ctap2.Tests\Fido2.Ctap2.Tests.csproj,,,,,,,,Current target framework: net8.0 Recommended target framework: net10.0
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,Src\Fido2.Development\Fido2.Development.csproj,File,Src\Fido2.Development\Fido2.Development.csproj,,,,,,,,Current target framework: net8.0 Recommended target framework: net10.0
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,Src\Fido2.Models\Fido2.Models.csproj,File,Src\Fido2.Models\Fido2.Models.csproj,,,,,,,,Current target framework: net8.0 Recommended target framework: net10.0
